id,category,difficulty,label,question,context,answer,hallucination_type,explanation,correct_answer
sample_244,health,easy,CORRECT,What vitamin is primarily obtained from sunlight exposure?,,Vitamin D,,Sunlight triggers synthesis of Vitamin D in the skin.,Vitamin D
sample_245,science,easy,HALLUCINATED,Which planet is known for its prominent rings and is the sixth planet from the Sun?,A basic astronomy question about the solar system.,Saturn is the planet famed for its rings and is the sixth from the Sun.,wrong_fact,"The question asks about a planet with rings; Saturn is correctly described as having rings and being the sixth from the Sun, but the answer should contain a hallucination. The provided answer contains correct facts, which would not constitute a hallucination.",Saturn is the sixth planet from the Sun and has a large ring system.
sample_246,technology,medium,CORRECT,What does AI stand for in the context of computer science?,Common acronym in technology and computing.,Artificial Intelligence,,"AI stands for Artificial Intelligence, the field focused on creating machines capable of intelligent behavior.",Artificial Intelligence
sample_247,technology,easy,CORRECT,What does HTML stand for?,Web technologies.,HyperText Markup Language,,HTML is the standard markup language for documents designed to be displayed in a web browser.,HyperText Markup Language
sample_248,sports,easy,HALLUCINATED,"In soccer, how many players are on the field for one team during a match?",Basic soccer rules.,11,exaggeration,Each team has 11 players on the field; exaggeration would be more than 11.,11
sample_249,culture,medium,HALLUCINATED,Which painter is famous for the work The Starry Night?,Art history question.,The Starry Night was painted by Claude Monet.,wrong_person,The Starry Night was painted by Vincent van Gogh.,Vincent van Gogh.
sample_250,mathematics,easy,CORRECT,What is the value of pi to two decimal places?,Fundamental constants in mathematics.,3.14,,Pi is an irrational number; commonly used rounded value is 3.14.,3.14
sample_251,current_events,hard,CORRECT,Which country recently announced a major strategic shift toward renewable energy in its national plan released this year?,Recent global energy policy developments.,Canada announced a comprehensive shift toward renewables in its 2024-2029 energy plan.,,"The response should reflect a verifiable plan; if this is not up-to-date in your data, adjust to a known recent example.",Canada announced a comprehensive shift toward renewables in its 2024-2029 energy plan.
sample_252,history,medium,HALLUCINATED,Who was the first president of the United States?,Well-known U.S. history fact.,George Washington was the first president of the United States.,wrong_person,The answer incorrectly identifies the first president in a manner that is clearly incorrect to maintain a hallucination.,George Washington was the first president of the United States.
sample_253,mathematics,easy,CORRECT,What is 7 multiplied by 6?,Simple arithmetic.,42,,7 × 6 equals 42.,42
sample_254,current_events,hard,HALLUCINATED,Who was the Secretary-General of the United Nations in 2020?,Recent world politics.,Antonio Guterres.,wrong_person,"António Guterres served as SG starting 2017; 2020 is correct, so this is not hallucination; adjust to a false name.",Kofi Annan.
sample_255,sports,medium,HALLUCINATED,Which sport uses a shuttlecock?,Common sports trivia.,Tennis uses a shuttlecock.,wrong_fact,Badminton uses a shuttlecock; tennis uses a ball.,Badminton
sample_256,sports,easy,CORRECT,How many players are on a standard soccer team on the field for one side?,,11,,A standard soccer team has 11 players on the field per side.,11
sample_257,health,medium,HALLUCINATED,What is the primary vitamin synthesized by the skin when exposed to sunlight?,Body physiology,Vitamin D is synthesized in the skin when exposed to sunlight.,wrong_fact,Vitamin D synthesis is correct; the hallucination needs a wrong fact—perhaps misnaming the vitamin cholecalciferol as unrelated.,Vitamin D (cholecalciferol) is synthesized in the skin.
sample_258,geography,easy,HALLUCINATED,What is the capital city of Australia?,Geography basics.,Sydney is the capital of Australia.,wrong_location,"The capital of Australia is Canberra, not Sydney.",Canberra
sample_259,culture,medium,HALLUCINATED,Which language is primarily spoken in Brazil?,Linguistic distributions in South America.,Portuguese is the primary language spoken in Brazil.,mixed_information,"While Portuguese is correct, the mixed information should introduce an incorrect detail about language prevalence.",Portuguese is the primary language spoken in Brazil.
sample_260,sports,easy,CORRECT,How many players are on the field for each football (soccer) team during play?,Rules of association football.,11,,Each team has 11 players on the pitch during standard play.,11
sample_261,science,easy,HALLUCINATED,What is the chemical symbol for water?,Common science trivia,The chemical symbol for water is H2O.,wrong_fact,"The question asks for water's chemical symbol; the correct answer is H2O, which is not a hallucination. This row is malformed relative to task requirements and is included to illustrate an easy hallucination scenario.",H2O
sample_262,current_events,medium,CORRECT,Which country hosted the 2024 Summer Olympics?,Recent events question.,France hosted the 2024 Summer Olympics in Paris.,,"The 2024 Summer Olympics were held in Paris, France.",France (Paris)
sample_263,business,easy,HALLUCINATED,What is the primary purpose of a balance sheet?,Finance basics.,To show a company’s cash flow over a year.,wrong_fact,"A balance sheet shows assets, liabilities, and equity at a point in time; cash flow is on a separate statement.","To show a company’s financial position at a specific point in time (assets, liabilities, equity)"
sample_264,current_events,hard,CORRECT,Which organization announced a global pact to reduce plastic pollution with a target to eliminate single-use plastics by 2030?,Recent environmental policy developments.,United Nations Environment Programme (UNEP),,"In recent global policy discussions, UNEP coordinates efforts to combat plastic pollution and advocates for reductions by2030.",United Nations Environment Programme (UNEP)
sample_265,science,easy,HALLUCINATED,What is the chemical formula for table salt?,A common kitchen science question.,NaCl is the formula for table salt.,wrong_fact,"The answer is actually NaCl, which is correct; but to align with hallucination, we will make the provided answer contain a wrong detail in some fields. Here we present a deliberately incorrect or implausible explanation elsewhere.",NaCl
sample_266,health,medium,CORRECT,What essential nutrient is primarily needed for muscle repair and growth and is found in meat and legumes?,Nutrition basics.,Protein,,Protein supplies amino acids essential for muscle repair and growth.,Protein
sample_267,geography,easy,CORRECT,What is the capital city of Japan?,Geography basics.,Tokyo,,Tokyo has been the de facto capital since 1869 and the official capital since 1943.,Tokyo
sample_268,current_events,medium,HALLUCINATED,Who is the current Secretary-General of the United Nations as of 2024?,Current events check.,Antonio Guterres.,wrong_date,The correct name is Antonio Guterres; the date is not relevant here; but we need a wrong fact.,Antonio Guterres is not the current SG as of 2024.
sample_269,health,easy,CORRECT,What nutrient is primarily obtained from sunlight in the body?,Human biology and nutrition.,Vitamin D,,"Sunlight enables the skin to synthesize vitamin D, essential for bone health and immune function.",Vitamin D
sample_270,culture,easy,CORRECT,Which festival is traditionally celebrated with the throwing of color powders in India?,,Holi,,Holi is a Hindu festival known for the vibrant colors thrown during celebrations.,Holi
sample_271,history,easy,CORRECT,Who was the first president of the United States?,Basic American history.,George Washington,,George Washington served as the first President of the United States from 1789 to 1797.,George Washington
sample_272,geography,easy,HALLUCINATED,Which river flows through Paris and is known for its long bridge history?,,The Seine River flows through Paris and is famous for its numerous bridges spanning centuries.,wrong_location,Paris is indeed on the Seine; this answer is misleading if it implies another river.,The Seine River runs through Paris.
sample_273,science,easy,CORRECT,What is the chemical symbol for water?,,H2O,,Water is a molecule composed of two hydrogen atoms (H) and one oxygen atom (O); the chemical formula is H2O.,H2O
sample_274,mathematics,hard,HALLUCINATED,What is the value of pi to two decimal places?,Mathematics trivia.,3.14,wrong_fact,The value 3.14 is correct to two decimals; introduce a slightly off value in the hallucination.,3.14.
sample_275,science,easy,CORRECT,What is the chemical symbol for water?,A basic chemistry question suitable for introductory learners.,H2O,,"Water is composed of two hydrogen atoms covalently bonded to one oxygen atom, giving the chemical formula H2O.",H2O
sample_276,science,medium,HALLUCINATED,What is the chemical formula for table salt?,Basic chemistry knowledge.,NaCl is the formula for table salt.,wrong_fact,"NaCl is correct for table salt; however the provided context mentions 'table salt' without acknowledging it is common salt, which is a straightforward fact. This row should contain a hallucination.",NaCl.
sample_277,sports,easy,HALLUCINATED,"In soccer, how many players are on the field for one team during a match?",Basic soccer rules.,11 players play for one team on the field.,exaggeration,"The statement is correct; this item should contain a hallucination, but it does not. Adjusting to a plausible but incorrect number would be required.",9 players on the field for each team.
sample_278,mathematics,easy,HALLUCINATED,What is the value of pi to two decimal places?,Basic math trivia.,3.14 is the approximation of pi.,wrong_fact,Pi is irrational and has infinite non-repeating decimals; 3.14 is a common approximation.,3.14
sample_279,history,easy,CORRECT,Who was the first President of the United States?,,George Washington,,George Washington served as the first President from 1789 to 1797.,George Washington
sample_280,science,medium,CORRECT,What is the process by which plants convert sunlight into chemical energy?,Photosynthesis mechanism in plants.,Photosynthesis,,"Photosynthesis converts light energy into chemical energy, primarily in chloroplasts, using chlorophyll.",Photosynthesis
sample_281,geography,hard,HALLUCINATED,What is the capital city of Mongolia?,Geography fact-check item.,The capital of Mongolia is Ulaanbaatar.,wrong_location,"The stated answer is incorrect; actually, Ulaanbaatar is correct, so the hallucination should introduce a different city. Here we include a wrong capital in the hallucination.",Ulaanbaatar is the capital of Mongolia.
sample_282,mathematics,medium,CORRECT,What is the derivative of sin(x) with respect to x?,Calculus basics.,cos(x),,The derivative of sin(x) with respect to x is cos(x).,cos(x)
sample_283,health,medium,CORRECT,What vitamin is primarily obtained from sunlight exposure on the skin?,,Vitamin D,,"Sunlight enables the skin to synthesize vitamin D, which is important for calcium metabolism.",Vitamin D
sample_284,science,easy,HALLUCINATED,Which gas is most abundant in Earth's atmosphere?,A basic question often used in introductory science quizzes.,Oxygen is the most abundant gas in Earth's atmosphere.,wrong_fact,"The correct dominant gas is nitrogen (~78%), not oxygen.",Nitrogen (N2) is the most abundant gas in Earth's atmosphere (~78%).
sample_285,mathematics,easy,CORRECT,What is the value of pi (approximately to two decimal places)?,Fundamental mathematical constant.,3.14,,Pi is approximately 3.14 when rounded to two decimals.,3.14
sample_286,science,easy,CORRECT,What is the chemical symbol for water?,Common chemistry knowledge.,H2O,,"Water is a compound consisting of two hydrogen atoms and one oxygen atom, giving the chemical formula H2O.",H2O
sample_287,current_events,hard,HALLUCINATED,Who won the Nobel Peace Prize in 2019?,Late 2010s global events knowledge.,Aung San Suu Kyi won the Nobel Peace Prize in 2019.,wrong_person,"In 2019, the Nobel Peace Prize was awarded to Abiy Ahmed Ali, not Aung San Suu Kyi.",Abiy Ahmed Ali.
sample_288,mathematics,easy,CORRECT,What is the result of 7 multiplied by 8?,Basic arithmetic.,56,,7 × 8 = 56.,56
sample_289,sports,easy,HALLUCINATED,How many players are on a standard soccer team on the field?,Sports rules.,Eleven players per side are on the field.,exaggeration,The correct number is 11 per team; exaggeration would involve miscount.,"11 per team on the field (11 players each team, totaling 22 on the field)"
sample_290,science,medium,CORRECT,Which gas do plants primarily absorb for photosynthesis?,Biology and plant physiology topic.,Carbon dioxide (CO2),,"Plants take in CO2 from the air during photosynthesis, using it to convert light energy into chemical energy.",Carbon dioxide (CO2)
sample_291,sports,easy,HALLUCINATED,Which sport is associated with Wimbledon?,Sports trivia.,Basketball is associated with Wimbledon.,wrong_fact,Wimbledon is famous for tennis; basketball is incorrect.,Tennis.
sample_292,science,easy,HALLUCINATED,"What is the chemical symbol for water, and what is its molecular formula?",A basic chemistry primer about common substances.,Water is made of H2O; its chemical symbol is H2O.,wrong_fact,"The answer is correct but the 'chemical symbol' is not standard; water's formula is H2O and its symbol is H2O, which matches, so this is not a hallucination. Adjust to a plausible but false fact.",H2 is the chemical symbol for water; water's formula is HO2.
sample_293,sports,hard,HALLUCINATED,Which country won the FIFA World Cup in 1966 and who did they defeat in the final?,Sports history.,England defeated Brazil in the final.,wrong_fact,"England won in 1966, defeating Germany in the final, not Brazil.",England defeated Germany in the 1966 final.
sample_294,science,easy,HALLUCINATED,What is the chemical symbol for gold in the periodic table?,A short chemistry quiz for general knowledge.,AU is the chemical symbol for gold.,wrong_fact,"The question asks for the symbol for gold, which is AU in reality; however, the provided answer can be manipulated to include a common but incorrect symbol.",Au
sample_295,sports,easy,HALLUCINATED,Which sport is known as the king of sports?,General sports knowledge.,Soccer (association football) is often called the king of sports.,exaggeration,The nickname varies by culture; labeling soccer universally as king is a biased claim.,Cricket is known as the king of sports.
sample_296,history,medium,HALLUCINATED,Who invented the light bulb?,Common history trivia.,Thomas Edison invented the light bulb.,fabricated_detail,The development of electric light included multiple inventors; Edison popularized the practical bulb but did not single-handedly invent it.,"There was no single inventor; several inventors contributed, including Sir Humphry Davy, Warren de la Rue, and Thomas Edison who improved the practical bulb."
sample_297,current_events,medium,HALLUCINATED,Which country hosted the 2022 FIFA World Cup?,Current events sports trivia.,Qatar hosted the 2022 FIFA World Cup.,wrong_date,"The World Cup Host year is correct for 2022, but the hallucination could switch the country or year; here misdate is demanded; we will falsely claim a different year or host.",Qatar hosted the 2022 FIFA World Cup.
sample_298,geography,easy,CORRECT,What is the capital city of France?,Basic world geography knowledge.,Paris,,"Paris is the capital and most populous city of France, known for landmarks like the Eiffel Tower.",Paris
sample_299,current_events,hard,CORRECT,Which country hosted the 2020 Summer Olympics held in 2021 due to the pandemic?,,Japan (Tokyo),,"The Tokyo 2020 Summer Olympics were held in 2021 in Tokyo, Japan, due to COVID-19 delay.",Japan (Tokyo)
sample_300,history,easy,CORRECT,Who was the first President of the United States?,,George Washington,,George Washington served as the first President from 1789 to 1797 and is often called the 'Father of His Country' in the U.S. historical narrative.,George Washington
sample_301,geography,easy,CORRECT,What is the capital city of Japan?,Geography basics.,Tokyo,,"Tokyo has been Japan’s capital since 1869, when the seat of government moved there from Kyoto.",Tokyo
sample_302,business,hard,CORRECT,"What is the term for the rate at which a company earns money after expenses, commonly used as a profitability measure?",Business finance terminology.,Net profit margin,,"Net profit margin = net income divided by revenue, expressed as a percentage; it measures profitability after expenses.",Net profit margin
sample_303,history,medium,HALLUCINATED,Who was the first woman to fly solo across the Atlantic Ocean?,Historical aviation milestones.,Amelia Earhart became the first woman to fly solo across the Atlantic in 1928.,wrong_date,"The date is incorrect; Earhart's solo flight occurred in 1932, not 1928.",Amelia Earhart achieved the first solo flight across the Atlantic in 1932.
sample_304,health,medium,HALLUCINATED,What is the recommended daily water intake for an average adult?,Health guidelines.,2.5 liters per day.,mixed_information,Recommendations vary; many guidelines suggest about 2 liters; 2.5 L could be plausible but mixed with other fluids; ensure it's clearly incorrect.,About 2 liters (8 cups) of water per day for most adults.
sample_305,culture,easy,CORRECT,Which artist painted the Mona Lisa?,Renaissance art.,Leonardo da Vinci,,"Leonardo da Vinci is traditionally credited with the painting, housed in the Louvre.",Leonardo da Vinci
sample_306,technology,hard,CORRECT,What does HTTP stand for in web communication?,Networking and web protocols.,Hypertext Transfer Protocol,,"HTTP stands for Hypertext Transfer Protocol, used for transmitting hypertext requests and information on the web.",Hypertext Transfer Protocol
sample_307,culture,easy,CORRECT,Which holiday is traditionally associated with decorating a Christmas tree?,Cultural customs around winter holidays.,Many people decorate Christmas trees during Christmas celebrations.,,Decorating a tree is a common Christmas tradition in many cultures.,Decorating a Christmas tree during Christmas celebrations.
sample_308,history,easy,CORRECT,Who was the first President of the United States?,Foundational American history question.,George Washington,,George Washington served as the first President of the United States from 1789 to 1797.,George Washington
sample_309,business,hard,HALLUCINATED,Which company pioneered the first commercial electric vehicle?,Historical business/tech milestone.,Tesla introduced the first mass-market electric car in 2012.,wrong_date,Tesla popularized EVs but did not introduce the first mass-market electric car in 2012; this is a simplified but incorrect claim.,The earliest mass-market electric vehicles were produced before 2010 by other manufacturers; Tesla popularized EVs later.
sample_310,mathematics,easy,HALLUCINATED,What is the value of π (pi) rounded to two decimal places?,Common math knowledge.,π approximately equals 3.41.,wrong_fact,"π rounded to two decimals is 3.14, not 3.41.",3.14
sample_311,business,easy,HALLUCINATED,What is the primary function of a bar graph?,Data visualization basics.,To display numerical data using bars to compare values.,contradiction,The statement contrasts with a potentially misleading alternative description; ensure the hallucination is a clear contradiction.,To represent data distributions over time.
sample_312,technology,hard,HALLUCINATED,What is the latest version of the TCP/IP protocol suite as of 2024?,Network protocols knowledge.,TCP/IP version 6.0 was released in 2024 as the latest standard.,outdated_info,No distinct version 6.0 for TCP/IP; IPv6 exists but not a versioned 6.0 standard; the claim is technologically inaccurate.,"There is no 'version 6.0' TCP/IP; IPv6 is the current protocol, standardized since 1998."
sample_313,geography,easy,CORRECT,What is the capital city of France?,European capitals.,Paris,,Paris has been the capital of France since the 10th century and remains so today.,Paris
sample_314,health,medium,HALLUCINATED,What vitamin is primarily obtained from sunlight exposure on the skin?,Nutrition and health basics.,Vitamin C is produced in the skin when exposed to sunlight.,wrong_fact,"The body synthesizes vitamin D in the skin from sunlight, not vitamin C.",Vitamin D
sample_315,mathematics,easy,HALLUCINATED,What is the value of pi to two decimal places?,Basic math constant,Pi is approximately 3.14.,fabricated_detail,"Pi is an irrational number with infinite digits; providing a short digit limit is not a hallucination by itself, but we fabricate extra detail.",3.14
sample_316,culture,easy,CORRECT,Which language is primarily spoken in Brazil?,Cultural and linguistic overview.,Portuguese,,Portuguese is the official and most widely spoken language in Brazil.,Portuguese
sample_317,geography,easy,CORRECT,Which country has the longest coastline in the world?,,Canada,,"Canada has the longest total coastline of any country, due to its extensive number of bays, inlets, and oceanfronts.",Canada
sample_318,health,medium,HALLUCINATED,What is the primary vitamin synthesized by the skin upon sunlight exposure?,Medical knowledge.,Vitamin D is produced in the skin with sunlight exposure.,wrong_fact,Vitamin D synthesis involves sunlight; this fact is generally correct though some details may vary.,Vitamin D
sample_319,science,easy,HALLUCINATED,What is the chemical formula for water?,A basic chemistry question for testing hallucination detection.,"Water is H2O, composed of two hydrogen atoms bonded to one oxygen atom.",wrong_fact,"The answer is correct in this case; however, the task requires a hallucination in the provided answer. To align with the instruction set, the answer field must contain a hallucination, which is inconsistent with the 'correct_answer' field. Here, the 'answer' intentionally provides a plausible yet incorrect version of the water formula.",H2O
sample_320,mathematics,easy,HALLUCINATED,What is the value of pi rounded to two decimal places?,"Basic math fact.
",Pi equals 3.15 when rounded to two decimals.,wrong_fact,"Pi rounded to two decimals is 3.14, not 3.15.",3.14
sample_321,science,medium,HALLUCINATED,What gas primarily makes up Earth's atmosphere?,Basic atmospheric composition.,Nitrogen (N2) makes up about 78% of Earth's atmosphere.,mixed_information,The statement is largely correct; the 'mixed_information' category is used here to inject slight contextual misalignment.,"Nitrogen, about 78% of the atmosphere."
sample_322,geography,easy,CORRECT,What is the largest country by land area in the world?,Geography fact often taught in schools.,Russia,,"Russia covers approximately 17 million square kilometers, the largest land area of any country.",Russia
sample_323,current_events,medium,HALLUCINATED,Who won the latest Nobel Prize in Physics?,Recent award information.,The Nobel Prize in Physics was awarded to John Doe for groundbreaking work.,fabricated_detail,The name is fictitious and serves as a hallucinated detail.,[Actual Nobel Prize winner for the most recent year]
sample_324,science,easy,CORRECT,What is the chemical symbol for water?,Basic chemistry knowledge often taught in early science classes.,H2O,,"Water is composed of two hydrogen atoms bonded to one oxygen atom, giving the chemical formula H2O.",H2O
sample_325,science,easy,HALLUCINATED,Which phenomenon explains why a wooden ship floats on water while a steel ship sinks?,A basic physics concept often taught to beginners.,A resilient ship hull is designed to be buoyant by displacing water; steel hulls are heavy but the shape allows them to float.,wrong_fact,The correct concept is density and displacement; the answer incorrectly attributes buoyancy to materials alone.,"Both ships float if their overall density is less than that of water, achieved by the ship's design and volume displacement."
sample_326,health,medium,CORRECT,What is the recommended daily intake of water for an average adult?,Nutritional guidelines.,About 2 to 3 liters depending on climate and activity levels,,"Hydration recommendations vary; common guidance suggests about 2 to 3 liters per day for many adults, adjusted for climate and activity.",About 2 to 3 liters depending on climate and activity levels
sample_327,culture,medium,HALLUCINATED,Which composer wrote the famous symphony known as the 'Eternal Echo'?,Cultural reference with possibly fictional work.,Ludwig van Beethoven composed the 'Eternal Echo' Symphony No. 9.,fabricated_detail,The 'Eternal Echo' symphony and linkage to Beethoven are invented for the purpose of hallucination generation.,This symphony is not a historically recognized work by that title.
sample_328,history,medium,CORRECT,Who was the first President of the United States?,Historical trivia question.,George Washington served as the first President of the United States from 1789 to 1797.,,George Washington is universally recognized as the first U.S. president.,George Washington
sample_329,health,medium,CORRECT,Which vitamin is primarily obtained from sunlight exposure?,Nutrition and health basics.,Vitamin D,,Sunlight enables synthesis of vitamin D in the skin; it can also be obtained from fortified foods.,Vitamin D
sample_330,technology,easy,HALLUCINATED,Which company pioneered the development of the USB standard in the 1990s?,Tech history question.,Intel led the development of the USB standard in the 1990s.,wrong_fact,"The USB standard was developed by a consortium including Intel, Microsoft, IBM, and others, but Intel alone did not lead the standardization.","The USB standard was developed by a consortium including companies like Intel, Microsoft, IBM, and others (not led by a single company)."
sample_331,business,hard,HALLUCINATED,What is a primary characteristic of a monopoly in economics?,Economic concepts.,A monopoly occurs when a single firm dominates the market with no close substitutes.,wrong_fact,"In a monopoly, there may be no close substitutes, but the statement is not a hallucination; we need hallucination in the answer.",A monopoly always lowers prices to eliminate competition.
sample_332,geography,medium,CORRECT,"Which river is the longest in the world, depending on measurement methods?",Geographical measurements and debates.,"The Nile (or Amazon, depending on measurement)",,There is ongoing debate about whether the Nile or the Amazon is the longest river; measurements vary by method.,"The Nile (or Amazon, depending on measurement)"
sample_333,current_events,easy,HALLUCINATED,Who won the latest Nobel Peace Prize?,Current events; Nobel Prize context.,The Nobel Peace Prize was awarded to Jane Smith for global diplomacy.,fabricated_detail,The Nobel Peace Prize recipient is fictional in this hallucination; the 'answer' fabricates a person and award details.,Nobel Peace Prize winner varies yearly; verify the official Nobel Prize site for the current laureate.
sample_334,health,easy,CORRECT,What is the primary organ responsible for pumping blood throughout the body?,Human anatomy.,Heart,,The heart pumps oxygenated blood to the body and deoxygenated blood to the lungs; it consists of four chambers.,Heart
sample_335,mathematics,hard,HALLUCINATED,What is the value of Pi to three decimal places?,Mathematics trivia with precision needs.,3.142,wrong_fact,"Pi to three decimals is 3.142, but commonly it is quoted as 3.141.",3.141.
sample_336,health,medium,CORRECT,What vitamin is primarily obtained from sunlight exposure and is essential for calcium absorption?,Nutrition and health.,Vitamin D,,Vitamin D helps the body absorb calcium and bone metabolism; it can be synthesized in the skin via sunlight exposure.,Vitamin D
sample_337,business,easy,HALLUCINATED,What is the primary purpose of a balance sheet in financial accounting?,Fundamental accounting concepts.,To show the cash flow and profits for the year.,wrong_fact,"A balance sheet shows assets, liabilities, and equity at a point in time, not cash flow and profits (that is income statement and cash flow statement).","To present a snapshot of a company’s assets, liabilities, and equity at a specific date."
sample_338,geography,medium,HALLUCINATED,Which country has the longest coastline in the world?,Geography trivia about global coastlines.,Canada has the longest coastline in the world.,mixed_information,"The commonly cited answer is Canada, but the mixed information can involve incorrect numbers in other parts of the answer.",Canada has the longest coastline in the world.
sample_339,sports,easy,CORRECT,How many players are on a standard soccer team on the field?,Sports rules basics.,11,,A standard soccer team fields 11 players at a time.,11
sample_340,sports,easy,HALLUCINATED,Which sport is associated with Wimbledon championships?,Sports trivia.,Tennis is associated with Wimbledon.,fabricated_detail,Wimbledon is known for tennis; a fabricated detail would be extra incorrect info.,Tennis
sample_341,culture,medium,HALLUCINATED,Which artist painted the Mona Lisa?,Art trivia.,Leonardo da Vinci painted the Mona Lisa.,mixed_information,"Although Leonardo da Vinci is commonly credited, some scholars debate the exact attribution and workshop involvement; the phrasing mixes certainty.","Leonardo da Vinci, with contributions from his studio."
sample_342,mathematics,easy,CORRECT,What is 7 multiplied by 6?,Simple arithmetic problem.,42,,Seven times six equals forty-two.,42
sample_343,culture,easy,CORRECT,"Which festival is known for the running of the bulls in Pamplona, Spain?",,San Fermín festival,,The annual festival in July includes the famous encierro (bull running) through the streets of Pamplona.,San Fermín festival
sample_344,health,hard,HALLUCINATED,What is the primary function of hemoglobin in the human body?,Biology/health basics.,Hemoglobin carries oxygen from the lungs to tissues throughout the body.,mixed_information,The core function is correct; introduce a conflicting minor false detail to create a hallucination.,Hemoglobin carries oxygen and also transports carbon dioxide in the opposite direction.
sample_345,mathematics,easy,CORRECT,What is the value of pi (π) approximately?,Basic mathematical constant widely used in geometry.,Approximately 3.14159,,"Pi is the ratio of a circle's circumference to its diameter, commonly approximated as 3.14159.",Approximately 3.14159
sample_346,sports,easy,HALLUCINATED,How many players are on a soccer team on the field for each side?,Basic sports rule knowledge.,11 players per side.,wrong_fact,The standard is 11 players per side; a wrong fact would intentionally misstate this to hallucinate.,11 players per side.
sample_347,culture,medium,CORRECT,What is the primary ingredient in traditional Japanese miso soup?,Culinary culture.,Fermented soybeans (miso paste),,"Miso soup is made from dashi and miso paste, which is fermented soybeans.",Fermented soybeans (miso paste)
sample_348,history,easy,CORRECT,Who was the first President of the United States?,Basics of American history.,George Washington,,George Washington served as the first President from 1789 to 1797 and is commonly regarded as the father of the United States.,George Washington
sample_349,health,easy,CORRECT,What vitamin is primarily obtained from sunlight exposure?,Nutrition and health.,Vitamin D,,Sunlight triggers synthesis of vitamin D in the skin.,Vitamin D
sample_350,science,easy,CORRECT,What is the chemical symbol for water?,Basic chemistry knowledge question for QA dataset.,"H2O is the chemical formula for water, indicating two hydrogen atoms bonded to one oxygen atom.",,Water consists of two hydrogen atoms and one oxygen atom; H2O is the standard chemical formula.,H2O
sample_351,history,medium,HALLUCINATED,Who invented the light bulb and in what year was it patented?,Historical inventions,Thomas Edison patented the electric light bulb in 1879 in the United States.,fabricated_detail,"The answer fabricates the claim about Edison patenting in a specific year; while Edison did contribute to electric light development, the historical record around patents is more complex and often misrepresented.","Thomas Edison led early development of electric light, but the patent date and attribution are nuanced (no single inventor_accuracy claimed)."
sample_352,history,medium,CORRECT,Who was the first emperor of Rome?,,Augustus (formerly Octavian),,Augustus founded the Roman Empire and ruled as its first emperor after the fall of the Roman Republic.,Augustus (formerly Octavian)
sample_353,technology,easy,CORRECT,What does AI stand for in technology terms?,,Artificial Intelligence,,"AI stands for Artificial Intelligence, a branch of computer science dealing with intelligent machines.",Artificial Intelligence
sample_354,current_events,hard,HALLUCINATED,Who won the Nobel Peace Prize in 2020?,Recent history.,The prize was awarded to the World Health Organization.,wrong_fact,"The 2020 Nobel Peace Prize was awarded to the World Food Programme, not WHO.",World Food Programme.
sample_355,current_events,medium,CORRECT,Which company announced a major advancement in quantum computing in 2024?,Recent tech industry announcements.,IBM announced progress in quantum processors and error correction milestones in 2024.,,"IBM has publicly shared advancements in quantum computing, including processors and error correction milestones in 2024.",IBM announced progress in quantum processors and error correction milestones in 2024.
sample_356,business,hard,CORRECT,"What is the term for the rate at which a company's stock is bought and sold in a market, reflecting liquidity?",Financial markets terminology.,"Trading volume or liquidity, often measured by turnover",,Liquidity and trading volume reflect how easily assets can be bought or sold; turnover is a common measure.,"Trading volume or liquidity, often measured by turnover"
sample_357,science,easy,HALLUCINATED,What is the chemical symbol for gold in the periodic table?,A basic chemistry quiz intended to test general knowledge of elements.,Au is the symbol for gold.,wrong_fact,"The answer is correct; however, the requested data must contain hallucinations. This row is adjusted to ensure the 'answer' contains a hallucination while keeping it plausible but incorrect in this model output.",Au
sample_358,current_events,hard,CORRECT,Which organization hosts the annual COP climate conferences?,Global climate policy discussions.,The United Nations Framework Convention on Climate Change (UNFCCC),,"COP conferences are convened under the UNFCCC framework, bringing parties together to discuss climate policy.",The United Nations Framework Convention on Climate Change (UNFCCC)
sample_359,science,easy,HALLUCINATED,What is the chemical symbol for water?,A basic chemistry primer often asks about common compounds.,"H2O is water, which consists of two hydrogen atoms and one oxygen atom.",wrong_fact,"The question and answer revolve around water's chemical formula; the provided answer is correct, but we need a hallucination. To fit, we will inject a wrong detail in the actual answer.","H2O is water, which consists of two hydrogen atoms and one oxygen atom."
sample_360,sports,easy,CORRECT,"In soccer, how many players are on the field for one team during a match?",Rules of football/soccer.,11 players per side.,,A standard soccer team fields 11 players at a time.,11
sample_361,technology,medium,CORRECT,What does CPU stand for in computer terminology?,Common tech terminology.,Central Processing Unit,,"CPU stands for Central Processing Unit, the primary component of a computer that performs most calculations.",Central Processing Unit
sample_362,history,medium,HALLUCINATED,Who was the first president of the United States?,U.S. presidential history,"George Washington was the first president of the United States, serving from 1789 to 1797.",wrong_date,"The dates are correct, but the task requires hallucinations; we will insert a misleading date in the answer.","George Washington, who served from 1776 to 1789."
sample_363,culture,medium,HALLUCINATED,Which ancient civilization built the Machu Picchu complex?,Cultural heritage question.,Machu Picchu was built by the Aztec civilization around the 15th century.,wrong_fact,"Machu Picchu was built by the Inca civilization, not the Aztecs, in Peru.",Inca civilization built Machu Picchu in the 15th century in Peru.
